Customer_Name,Gender,Age,City,Brand,Generation,RAM_Type,RAM_Size,Storage,Usage_Type,Buying_Power
Kinza,Female,36,Lahore,HP,11th Gen,DDR4,32GB,1TB SSD,Programming,High
Kinza,Female,22,Lahore,Asus,10th Gen,DDR5,32GB,1TB SSD,Gaming,High
Fatima,Female,27,Karachi,Acer,10th Gen,DDR5,8GB,256GB SSD,Student,High
Sana,Female,39,Lahore,Acer,10th Gen,DDR4,32GB,512GB SSD,Business,High
Maryam,Female,44,Lahore,Lenovo,11th Gen,DDR5,16GB,256GB SSD,Gaming,Medium
Imran,Male,22,Karachi,Asus,10th Gen,DDR5,32GB,1TB SSD,Student,Medium
Laiba,Female,41,Multan,Asus,11th Gen,DDR5,32GB,512GB SSD,Gaming,Low
Zubair,Male,19,Peshawar,MSI,8th Gen,DDR5,16GB,512GB SSD,Gaming,Medium
Maryam,Female,33,Multan,Lenovo,10th Gen,DDR4,32GB,1TB SSD,Gaming,Low
Hira,Female,37,Faisalabad,HP,10th Gen,DDR5,16GB,1TB SSD,Programming,High
Umar,Male,27,Lahore,Lenovo,8th Gen,DDR5,32GB,512GB SSD,Gaming,Medium
Hamza,Male,37,Faisalabad,Lenovo,11th Gen,DDR5,32GB,256GB SSD,Programming,Low
Hassan,Male,31,Faisalabad,Acer,11th Gen,DDR5,8GB,1TB SSD,Student,Low
Iqra,Female,34,Islamabad,Asus,10th Gen,DDR5,32GB,256GB SSD,Business,Low
Mehwish,Female,43,Islamabad,Dell,13th Gen,DDR5,8GB,1TB SSD,Office,Medium
Talha,Male,37,Peshawar,HP,10th Gen,DDR5,32GB,1TB SSD,Office,Low
Hira,Female,23,Faisalabad,Acer,10th Gen,DDR5,16GB,512GB SSD,Business,Medium
Zubair,Male,45,Karachi,Asus,11th Gen,DDR5,8GB,1TB SSD,Gaming,High
Hamza,Male,19,Faisalabad,Lenovo,10th Gen,DDR5,8GB,256GB SSD,Gaming,High
Zainab,Female,18,Faisalabad,Lenovo,13th Gen,DDR5,32GB,512GB SSD,Student,Low
Ayesha,Female,38,Peshawar,Acer,11th Gen,DDR5,8GB,1TB SSD,Student,High
Umar,Male,40,Faisalabad,MSI,12th Gen,DDR5,32GB,1TB SSD,Business,Low
Ayesha,Female,21,Islamabad,MSI,10th Gen,DDR5,8GB,1TB SSD,Business,Low
Anaya,Female,37,Peshawar,Lenovo,13th Gen,DDR5,8GB,1TB SSD,Office,Low
Talha,Male,28,Multan,Lenovo,8th Gen,DDR5,16GB,512GB SSD,Student,Low
Eman,Female,44,Faisalabad,HP,12th Gen,DDR5,16GB,512GB SSD,Programming,Medium
Dua,Female,20,Multan,HP,10th Gen,DDR5,8GB,1TB SSD,Business,Medium
Dua,Female,20,Islamabad,MSI,10th Gen,DDR5,16GB,256GB SSD,Business,Medium
Zainab,Female,27,Faisalabad,Dell,9th Gen,DDR5,8GB,256GB SSD,Office,Low
Iqra,Female,43,Karachi,MSI,11th Gen,DDR5,16GB,1TB SSD,Office,Low
Faizan,Male,18,Peshawar,Dell,9th Gen,DDR5,8GB,256GB SSD,Gaming,Medium
Saad,Male,44,Lahore,Acer,10th Gen,DDR5,16GB,512GB SSD,Gaming,Low
Hamza,Male,28,Peshawar,HP,11th Gen,DDR5,8GB,512GB SSD,Student,High
Bilal,Male,38,Islamabad,MSI,10th Gen,DDR5,16GB,1TB SSD,Student,Low
Hamza,Male,35,Islamabad,Dell,13th Gen,DDR5,32GB,512GB SSD,Student,Medium
Imran,Male,45,Karachi,Acer,9th Gen,DDR4,16GB,1TB SSD,Programming,Medium
Maham,Female,40,Karachi,Acer,9th Gen,DDR5,8GB,512GB SSD,Gaming,Low
Noor,Female,23,Peshawar,Acer,11th Gen,DDR5,32GB,512GB SSD,Student,Medium
Ayesha,Female,27,Lahore,Dell,12th Gen,DDR4,32GB,1TB SSD,Gaming,Medium
Fatima,Female,19,Faisalabad,MSI,10th Gen,DDR5,32GB,1TB SSD,Programming,Medium
Zubair,Male,27,Karachi,Acer,11th Gen,DDR5,32GB,256GB SSD,Office,Low
Eman,Female,38,Karachi,Lenovo,10th Gen,DDR4,32GB,512GB SSD,Business,High
Fatima,Female,39,Peshawar,Dell,13th Gen,DDR4,32GB,1TB SSD,Office,High
Anaya,Female,37,Peshawar,Dell,8th Gen,DDR5,16GB,512GB SSD,Programming,High
Kinza,Female,26,Peshawar,MSI,12th Gen,DDR5,16GB,256GB SSD,Gaming,Low
Iqra,Female,21,Karachi,Dell,10th Gen,DDR5,8GB,1TB SSD,Gaming,Medium
Zubair,Male,43,Multan,Asus,10th Gen,DDR4,16GB,512GB SSD,Business,Low
Ayesha,Female,19,Peshawar,HP,10th Gen,DDR5,32GB,256GB SSD,Office,High
Faizan,Male,21,Faisalabad,Acer,10th Gen,DDR5,32GB,1TB SSD,Student,Medium
Laiba,Female,28,Islamabad,MSI,13th Gen,DDR4,8GB,512GB SSD,Gaming,Low
Ahmed,Male,37,Peshawar,Asus,13th Gen,DDR5,32GB,256GB SSD,Gaming,High
Noor,Female,19,Multan,Lenovo,10th Gen,DDR5,16GB,1TB SSD,Student,Low
Talha,Male,39,Karachi,Asus,12th Gen,DDR5,32GB,256GB SSD,Office,High
Anaya,Female,38,Faisalabad,Dell,13th Gen,DDR5,16GB,1TB SSD,Gaming,High
Maryam,Female,18,Karachi,Dell,10th Gen,DDR4,32GB,256GB SSD,Student,High
Faizan,Male,45,Peshawar,MSI,11th Gen,DDR5,16GB,512GB SSD,Office,High
Hassan,Male,40,Faisalabad,Acer,13th Gen,DDR4,16GB,512GB SSD,Gaming,Medium
Hamza,Male,30,Islamabad,HP,10th Gen,DDR5,32GB,512GB SSD,Office,High
Eman,Female,28,Multan,MSI,13th Gen,DDR5,32GB,256GB SSD,Gaming,Low
Usman,Male,30,Peshawar,Acer,11th Gen,DDR5,32GB,1TB SSD,Office,High
Faizan,Male,31,Lahore,Asus,12th Gen,DDR5,8GB,256GB SSD,Programming,High
Noor,Female,18,Peshawar,HP,13th Gen,DDR5,8GB,1TB SSD,Programming,Low
Ahmed,Male,34,Lahore,MSI,13th Gen,DDR5,32GB,1TB SSD,Gaming,Medium
Maham,Female,23,Faisalabad,Acer,13th Gen,DDR5,8GB,512GB SSD,Office,Medium
Noor,Female,26,Peshawar,Dell,9th Gen,DDR4,32GB,512GB SSD,Programming,Medium
Ahmed,Male,27,Peshawar,Acer,13th Gen,DDR5,16GB,1TB SSD,Gaming,High
Iqra,Female,29,Islamabad,HP,12th Gen,DDR4,8GB,512GB SSD,Student,High
Iqra,Female,34,Peshawar,HP,13th Gen,DDR4,8GB,1TB SSD,Office,High
Ayesha,Female,42,Faisalabad,Acer,12th Gen,DDR5,8GB,256GB SSD,Office,Medium
Iqra,Female,43,Multan,Dell,8th Gen,DDR5,8GB,512GB SSD,Office,High
Ali,Male,39,Lahore,Dell,10th Gen,DDR5,8GB,512GB SSD,Business,High
Fatima,Female,33,Peshawar,Dell,11th Gen,DDR5,32GB,512GB SSD,Student,High
Maryam,Female,42,Faisalabad,Dell,13th Gen,DDR4,16GB,256GB SSD,Gaming,Medium
Anaya,Female,18,Peshawar,Asus,11th Gen,DDR5,8GB,512GB SSD,Gaming,Low
Faizan,Male,18,Lahore,MSI,10th Gen,DDR4,16GB,1TB SSD,Gaming,Low
Ahmed,Male,26,Multan,HP,9th Gen,DDR5,16GB,512GB SSD,Student,High
Dua,Female,20,Lahore,Dell,11th Gen,DDR5,16GB,1TB SSD,Business,High
Eman,Female,34,Islamabad,Lenovo,12th Gen,DDR5,16GB,512GB SSD,Business,Low
Ayesha,Female,35,Multan,MSI,8th Gen,DDR5,32GB,512GB SSD,Gaming,High
Rizwan,Male,39,Islamabad,HP,12th Gen,DDR4,32GB,1TB SSD,Gaming,High
Fatima,Female,30,Faisalabad,Asus,13th Gen,DDR5,16GB,1TB SSD,Gaming,Medium
Abdullah,Male,40,Faisalabad,Lenovo,10th Gen,DDR5,32GB,1TB SSD,Office,High
Saad,Male,18,Multan,Lenovo,10th Gen,DDR5,32GB,1TB SSD,Programming,Low
Laiba,Female,45,Peshawar,Asus,9th Gen,DDR5,32GB,1TB SSD,Programming,Low
Abdullah,Male,29,Peshawar,Lenovo,13th Gen,DDR4,16GB,512GB SSD,Office,Low
Zainab,Female,18,Karachi,Dell,11th Gen,DDR4,8GB,256GB SSD,Programming,Low
Hira,Female,33,Faisalabad,Lenovo,8th Gen,DDR5,8GB,256GB SSD,Programming,High
Sana,Female,41,Multan,MSI,11th Gen,DDR5,32GB,256GB SSD,Gaming,Medium
Maham,Female,31,Peshawar,Lenovo,11th Gen,DDR5,8GB,512GB SSD,Student,Low
Hassan,Male,40,Multan,Dell,8th Gen,DDR5,16GB,256GB SSD,Business,Medium
Ahmed,Male,25,Multan,Dell,10th Gen,DDR5,8GB,512GB SSD,Office,Medium
Iqra,Female,40,Multan,Asus,10th Gen,DDR5,16GB,512GB SSD,Office,Medium
Eman,Female,26,Karachi,HP,10th Gen,DDR5,8GB,1TB SSD,Programming,High
Hussain,Male,26,Multan,Asus,12th Gen,DDR5,32GB,256GB SSD,Office,Low
Laiba,Female,36,Karachi,Acer,11th Gen,DDR5,32GB,512GB SSD,Programming,Low
Hassan,Male,39,Multan,Asus,13th Gen,DDR5,32GB,256GB SSD,Gaming,Low
Noor,Female,43,Peshawar,Dell,10th Gen,DDR5,16GB,512GB SSD,Gaming,Low
Maryam,Female,29,Multan,Dell,10th Gen,DDR5,8GB,1TB SSD,Programming,Low
Fatima,Female,25,Karachi,MSI,10th Gen,DDR5,8GB,512GB SSD,Programming,High
Faizan,Male,21,Lahore,Acer,11th Gen,DDR5,32GB,1TB SSD,Business,Low
Saad,Male,33,Peshawar,MSI,11th Gen,DDR4,32GB,256GB SSD,Student,Medium
Maryam,Female,35,Karachi,Acer,11th Gen,DDR5,8GB,256GB SSD,Gaming,Medium
Noor,Female,33,Islamabad,Dell,10th Gen,DDR5,16GB,512GB SSD,Student,Medium
Faizan,Male,41,Faisalabad,Acer,13th Gen,DDR4,8GB,512GB SSD,Gaming,High
Ayesha,Female,24,Islamabad,Lenovo,10th Gen,DDR5,8GB,1TB SSD,Programming,High
Saad,Male,43,Karachi,Acer,9th Gen,DDR5,32GB,512GB SSD,Programming,Low
Fatima,Female,38,Islamabad,Acer,9th Gen,DDR5,32GB,512GB SSD,Gaming,High
Dua,Female,44,Peshawar,Asus,12th Gen,DDR5,8GB,1TB SSD,Office,Medium
Usman,Male,18,Faisalabad,HP,9th Gen,DDR5,32GB,512GB SSD,Student,High
Bilal,Male,34,Karachi,Acer,12th Gen,DDR4,32GB,1TB SSD,Programming,High
Ayesha,Female,29,Lahore,HP,10th Gen,DDR5,8GB,256GB SSD,Gaming,Medium
Ahmed,Male,25,Islamabad,HP,12th Gen,DDR4,8GB,1TB SSD,Business,Medium
Hassan,Male,41,Peshawar,Lenovo,12th Gen,DDR5,32GB,256GB SSD,Programming,Medium
Dua,Female,18,Lahore,Lenovo,9th Gen,DDR5,16GB,1TB SSD,Programming,High
Noor,Female,25,Karachi,Dell,11th Gen,DDR5,16GB,1TB SSD,Student,High
Abdullah,Male,33,Karachi,Lenovo,13th Gen,DDR4,8GB,256GB SSD,Office,Medium
Usman,Male,20,Islamabad,HP,10th Gen,DDR5,16GB,256GB SSD,Programming,High
Saad,Male,22,Karachi,Asus,11th Gen,DDR4,16GB,1TB SSD,Gaming,High
Iqra,Female,36,Peshawar,Acer,10th Gen,DDR4,32GB,1TB SSD,Business,Low
Faizan,Male,23,Peshawar,MSI,10th Gen,DDR5,8GB,256GB SSD,Gaming,Medium
Imran,Male,30,Karachi,Lenovo,13th Gen,DDR5,32GB,512GB SSD,Student,Low
Umar,Male,19,Multan,Asus,12th Gen,DDR5,8GB,1TB SSD,Gaming,High
Iqra,Female,20,Islamabad,Acer,11th Gen,DDR5,16GB,1TB SSD,Office,High
Hassan,Male,21,Islamabad,Lenovo,8th Gen,DDR5,32GB,512GB SSD,Student,High
Sana,Female,40,Karachi,HP,11th Gen,DDR5,32GB,1TB SSD,Gaming,Medium
Anaya,Female,33,Peshawar,Asus,11th Gen,DDR5,16GB,256GB SSD,Office,High
Mehwish,Female,27,Karachi,MSI,11th Gen,DDR5,16GB,256GB SSD,Programming,Medium
Sana,Female,27,Multan,Acer,8th Gen,DDR5,32GB,256GB SSD,Business,Low
Zubair,Male,41,Islamabad,Dell,12th Gen,DDR5,16GB,256GB SSD,Gaming,Low
Zainab,Female,31,Faisalabad,Acer,10th Gen,DDR5,8GB,1TB SSD,Programming,High
Maryam,Female,43,Faisalabad,HP,13th Gen,DDR5,16GB,512GB SSD,Business,High
Eman,Female,28,Peshawar,HP,8th Gen,DDR5,32GB,512GB SSD,Office,High
Sana,Female,35,Multan,Acer,10th Gen,DDR5,8GB,256GB SSD,Gaming,High
Faizan,Male,42,Karachi,Lenovo,10th Gen,DDR4,8GB,512GB SSD,Programming,Low
Zubair,Male,32,Karachi,Lenovo,10th Gen,DDR5,16GB,512GB SSD,Office,Low
Noor,Female,28,Peshawar,Dell,10th Gen,DDR5,32GB,256GB SSD,Office,Low
Ahmed,Male,22,Peshawar,Lenovo,10th Gen,DDR4,16GB,512GB SSD,Gaming,High
Mehwish,Female,27,Multan,Dell,10th Gen,DDR5,32GB,1TB SSD,Business,High
Faizan,Male,35,Karachi,Dell,11th Gen,DDR4,32GB,512GB SSD,Student,High
Saad,Male,28,Peshawar,HP,8th Gen,DDR4,8GB,1TB SSD,Programming,Medium
Zubair,Male,29,Multan,Asus,12th Gen,DDR5,8GB,512GB SSD,Student,High
Anaya,Female,28,Faisalabad,Dell,13th Gen,DDR5,32GB,512GB SSD,Student,High
Faizan,Male,22,Faisalabad,Dell,11th Gen,DDR4,16GB,512GB SSD,Business,Medium
Abdullah,Male,31,Peshawar,Acer,10th Gen,DDR5,16GB,1TB SSD,Programming,High
Fatima,Female,25,Faisalabad,Lenovo,11th Gen,DDR5,16GB,1TB SSD,Programming,High
Abdullah,Male,24,Peshawar,MSI,10th Gen,DDR4,32GB,512GB SSD,Programming,Low
Usman,Male,42,Karachi,Acer,8th Gen,DDR5,32GB,256GB SSD,Programming,High
Laiba,Female,26,Multan,Lenovo,9th Gen,DDR5,8GB,1TB SSD,Office,Low
Ayesha,Female,38,Faisalabad,Asus,11th Gen,DDR5,32GB,256GB SSD,Gaming,High
Maham,Female,38,Lahore,Lenovo,8th Gen,DDR5,8GB,512GB SSD,Student,High
Mehwish,Female,22,Lahore,MSI,10th Gen,DDR5,32GB,1TB SSD,Student,Low
Hira,Female,20,Peshawar,Dell,9th Gen,DDR5,32GB,256GB SSD,Office,Low
Abdullah,Male,23,Multan,Lenovo,10th Gen,DDR5,32GB,1TB SSD,Gaming,Medium
Bilal,Male,42,Multan,MSI,12th Gen,DDR5,8GB,256GB SSD,Gaming,Low
Noor,Female,42,Peshawar,HP,12th Gen,DDR5,16GB,512GB SSD,Programming,Medium
Anaya,Female,45,Karachi,Acer,9th Gen,DDR4,32GB,1TB SSD,Office,High
Laiba,Female,36,Islamabad,Lenovo,11th Gen,DDR5,8GB,256GB SSD,Gaming,High
Ali,Male,34,Lahore,Dell,13th Gen,DDR5,8GB,1TB SSD,Gaming,High
Ahmed,Male,45,Lahore,Asus,12th Gen,DDR5,8GB,256GB SSD,Business,Low
Saad,Male,27,Peshawar,Asus,13th Gen,DDR5,32GB,256GB SSD,Gaming,Medium
Maham,Female,35,Islamabad,Acer,10th Gen,DDR5,8GB,1TB SSD,Programming,High
Iqra,Female,35,Karachi,HP,10th Gen,DDR5,32GB,1TB SSD,Programming,Low
Laiba,Female,39,Lahore,Dell,13th Gen,DDR4,8GB,512GB SSD,Business,Medium
Iqra,Female,24,Peshawar,MSI,9th Gen,DDR5,32GB,256GB SSD,Student,Low
Hamza,Male,39,Peshawar,Lenovo,8th Gen,DDR5,16GB,512GB SSD,Gaming,Low
Fatima,Female,20,Multan,HP,9th Gen,DDR5,32GB,256GB SSD,Gaming,Medium
Faizan,Male,42,Multan,HP,12th Gen,DDR5,32GB,1TB SSD,Student,Low
Laiba,Female,19,Karachi,MSI,10th Gen,DDR5,16GB,1TB SSD,Business,Low
Bilal,Male,38,Multan,Asus,11th Gen,DDR4,8GB,1TB SSD,Office,Medium
Hira,Female,43,Lahore,HP,11th Gen,DDR5,8GB,512GB SSD,Student,Low
Sana,Female,39,Lahore,Asus,10th Gen,DDR5,8GB,512GB SSD,Programming,High
Hussain,Male,26,Islamabad,Asus,9th Gen,DDR5,32GB,1TB SSD,Office,High
Maryam,Female,27,Multan,Acer,8th Gen,DDR4,16GB,1TB SSD,Student,Low
Eman,Female,28,Faisalabad,Lenovo,10th Gen,DDR5,8GB,256GB SSD,Student,Medium
Faizan,Male,31,Karachi,Acer,12th Gen,DDR5,16GB,512GB SSD,Business,Medium
Sana,Female,45,Lahore,HP,13th Gen,DDR5,32GB,1TB SSD,Student,Low
Hira,Female,23,Karachi,MSI,11th Gen,DDR5,8GB,512GB SSD,Gaming,Medium
Sana,Female,30,Peshawar,MSI,13th Gen,DDR5,16GB,512GB SSD,Office,High
Laiba,Female,35,Islamabad,MSI,10th Gen,DDR5,16GB,1TB SSD,Office,Low
Abdullah,Male,33,Karachi,Lenovo,11th Gen,DDR5,8GB,1TB SSD,Student,Medium
Hira,Female,28,Multan,Asus,9th Gen,DDR5,8GB,1TB SSD,Student,High
Faizan,Male,25,Lahore,Acer,12th Gen,DDR5,32GB,256GB SSD,Office,High
Talha,Male,26,Karachi,HP,10th Gen,DDR5,16GB,1TB SSD,Programming,Medium
Iqra,Female,32,Faisalabad,Acer,10th Gen,DDR5,32GB,1TB SSD,Office,High
Laiba,Female,32,Multan,Dell,13th Gen,DDR5,32GB,1TB SSD,Gaming,Medium
Hira,Female,19,Lahore,HP,10th Gen,DDR4,8GB,1TB SSD,Student,Medium
Zubair,Male,32,Multan,MSI,13th Gen,DDR5,8GB,256GB SSD,Student,Low
Anaya,Female,26,Islamabad,Asus,8th Gen,DDR5,32GB,256GB SSD,Programming,Low
Kinza,Female,30,Karachi,Asus,12th Gen,DDR5,8GB,512GB SSD,Business,High
Imran,Male,27,Karachi,HP,10th Gen,DDR5,32GB,512GB SSD,Office,High
Laiba,Female,44,Islamabad,Acer,11th Gen,DDR4,8GB,256GB SSD,Business,Medium
Fatima,Female,33,Lahore,Lenovo,12th Gen,DDR5,32GB,512GB SSD,Office,Medium
Bilal,Male,42,Peshawar,Lenovo,9th Gen,DDR4,8GB,256GB SSD,Business,Medium
Fatima,Female,27,Karachi,Asus,12th Gen,DDR5,8GB,1TB SSD,Gaming,Low
Saad,Male,32,Islamabad,HP,10th Gen,DDR5,16GB,256GB SSD,Student,High
Sana,Female,26,Karachi,MSI,10th Gen,DDR5,8GB,256GB SSD,Gaming,Medium
Iqra,Female,26,Karachi,MSI,9th Gen,DDR5,16GB,256GB SSD,Gaming,High
Rizwan,Male,27,Islamabad,Lenovo,13th Gen,DDR5,16GB,512GB SSD,Programming,Medium
Saad,Male,37,Peshawar,Asus,10th Gen,DDR4,32GB,1TB SSD,Gaming,High
Maham,Female,37,Multan,HP,13th Gen,DDR5,16GB,256GB SSD,Programming,High
Rizwan,Male,21,Islamabad,MSI,13th Gen,DDR5,16GB,256GB SSD,Gaming,Medium
Anaya,Female,28,Peshawar,MSI,11th Gen,DDR5,32GB,1TB SSD,Office,Medium
Hira,Female,27,Lahore,HP,9th Gen,DDR5,8GB,1TB SSD,Gaming,Low
Faizan,Male,43,Peshawar,Lenovo,13th Gen,DDR5,32GB,1TB SSD,Office,Medium
Usman,Male,27,Multan,Lenovo,13th Gen,DDR5,16GB,1TB SSD,Student,Medium
Faizan,Male,29,Lahore,Asus,10th Gen,DDR4,8GB,512GB SSD,Business,High
Hussain,Male,29,Islamabad,MSI,13th Gen,DDR5,16GB,256GB SSD,Programming,Low
Faizan,Male,19,Lahore,Asus,10th Gen,DDR5,8GB,256GB SSD,Business,Medium
Umar,Male,24,Lahore,HP,13th Gen,DDR5,16GB,1TB SSD,Business,Medium
Umar,Male,19,Multan,Acer,10th Gen,DDR5,32GB,512GB SSD,Student,Medium
Talha,Male,20,Karachi,HP,8th Gen,DDR5,8GB,1TB SSD,Programming,Low
Hamza,Male,40,Islamabad,Asus,11th Gen,DDR4,8GB,1TB SSD,Business,High
Anaya,Female,26,Faisalabad,MSI,10th Gen,DDR5,32GB,512GB SSD,Business,High
Abdullah,Male,24,Multan,Acer,9th Gen,DDR5,32GB,1TB SSD,Programming,Medium
Ali,Male,20,Lahore,MSI,12th Gen,DDR5,8GB,1TB SSD,Programming,Medium
Saad,Male,41,Faisalabad,HP,11th Gen,DDR5,8GB,512GB SSD,Office,Medium
Usman,Male,25,Faisalabad,MSI,12th Gen,DDR4,8GB,512GB SSD,Business,High
Abdullah,Male,30,Lahore,MSI,10th Gen,DDR5,16GB,512GB SSD,Gaming,Low
Bilal,Male,35,Faisalabad,Lenovo,13th Gen,DDR5,32GB,1TB SSD,Student,Medium
Fatima,Female,24,Faisalabad,Acer,9th Gen,DDR5,16GB,256GB SSD,Programming,High
Abdullah,Male,37,Peshawar,Asus,9th Gen,DDR5,16GB,1TB SSD,Office,High
Mehwish,Female,27,Peshawar,HP,9th Gen,DDR5,8GB,1TB SSD,Student,Low
Zainab,Female,30,Faisalabad,Acer,9th Gen,DDR5,32GB,1TB SSD,Business,High
Laiba,Female,21,Faisalabad,HP,10th Gen,DDR4,16GB,256GB SSD,Gaming,Medium
Ayesha,Female,25,Faisalabad,Dell,13th Gen,DDR5,8GB,1TB SSD,Business,High
Ali,Male,40,Lahore,Acer,11th Gen,DDR5,8GB,1TB SSD,Business,High
Sana,Female,39,Karachi,Lenovo,12th Gen,DDR4,16GB,512GB SSD,Business,Low
Hussain,Male,35,Islamabad,Lenovo,11th Gen,DDR4,8GB,512GB SSD,Programming,Low
Noor,Female,44,Multan,HP,10th Gen,DDR4,32GB,1TB SSD,Programming,Low
Hamza,Male,41,Peshawar,Lenovo,10th Gen,DDR5,16GB,512GB SSD,Gaming,High
Saad,Male,37,Peshawar,Asus,12th Gen,DDR5,16GB,512GB SSD,Business,Low
Talha,Male,22,Lahore,MSI,11th Gen,DDR5,8GB,1TB SSD,Student,Low
Hamza,Male,44,Multan,HP,8th Gen,DDR5,32GB,1TB SSD,Business,Medium
Hussain,Male,34,Faisalabad,Acer,10th Gen,DDR5,8GB,1TB SSD,Student,Low
Eman,Female,32,Multan,Acer,8th Gen,DDR5,32GB,512GB SSD,Student,Medium
Hamza,Male,20,Multan,Dell,11th Gen,DDR5,8GB,256GB SSD,Student,High
Rizwan,Male,25,Karachi,Acer,10th Gen,DDR5,8GB,512GB SSD,Gaming,Medium
Abdullah,Male,35,Islamabad,HP,12th Gen,DDR5,8GB,256GB SSD,Office,High
Ali,Male,30,Peshawar,Lenovo,10th Gen,DDR4,32GB,1TB SSD,Programming,Low
Bilal,Male,26,Faisalabad,Lenovo,13th Gen,DDR5,8GB,1TB SSD,Business,Medium
Dua,Female,27,Islamabad,Acer,12th Gen,DDR5,32GB,256GB SSD,Office,High
Anaya,Female,27,Lahore,Asus,13th Gen,DDR5,16GB,512GB SSD,Student,Medium
Ali,Male,44,Karachi,Lenovo,11th Gen,DDR5,32GB,1TB SSD,Gaming,High
Sana,Female,44,Islamabad,Asus,10th Gen,DDR4,8GB,256GB SSD,Student,High
Zubair,Male,33,Islamabad,Dell,10th Gen,DDR5,16GB,1TB SSD,Student,Low
Zubair,Male,21,Karachi,HP,10th Gen,DDR5,32GB,512GB SSD,Business,High
Usman,Male,22,Faisalabad,Acer,11th Gen,DDR4,8GB,512GB SSD,Office,High
Eman,Female,19,Multan,Acer,11th Gen,DDR5,16GB,1TB SSD,Programming,Low
Maham,Female,45,Faisalabad,MSI,8th Gen,DDR4,8GB,1TB SSD,Office,High
Umar,Male,35,Islamabad,Acer,10th Gen,DDR5,16GB,1TB SSD,Programming,Medium
Ali,Male,20,Lahore,HP,10th Gen,DDR5,8GB,256GB SSD,Business,High
Fatima,Female,23,Lahore,HP,10th Gen,DDR5,32GB,256GB SSD,Gaming,Low
Laiba,Female,29,Peshawar,HP,10th Gen,DDR5,8GB,256GB SSD,Student,Low
Imran,Male,33,Lahore,Lenovo,8th Gen,DDR5,32GB,256GB SSD,Gaming,Medium
Zubair,Male,38,Islamabad,MSI,8th Gen,DDR5,8GB,256GB SSD,Business,Low
Ayesha,Female,44,Lahore,Asus,12th Gen,DDR5,16GB,1TB SSD,Gaming,Low
Abdullah,Male,36,Lahore,HP,13th Gen,DDR5,8GB,512GB SSD,Student,Medium
Hira,Female,29,Peshawar,Dell,13th Gen,DDR5,16GB,256GB SSD,Business,High
Faizan,Male,31,Faisalabad,Acer,9th Gen,DDR5,16GB,512GB SSD,Office,Medium
Maham,Female,19,Lahore,Asus,8th Gen,DDR5,8GB,512GB SSD,Office,Low
Bilal,Male,25,Lahore,HP,11th Gen,DDR4,32GB,512GB SSD,Gaming,High
Hassan,Male,21,Lahore,Acer,13th Gen,DDR5,16GB,512GB SSD,Student,Low
Imran,Male,43,Karachi,MSI,11th Gen,DDR5,16GB,256GB SSD,Business,Medium
Hira,Female,38,Islamabad,Dell,8th Gen,DDR4,8GB,256GB SSD,Office,High
Rizwan,Male,22,Lahore,Dell,11th Gen,DDR5,16GB,512GB SSD,Programming,Low
Iqra,Female,28,Peshawar,MSI,10th Gen,DDR5,32GB,512GB SSD,Business,Medium
Ayesha,Female,34,Lahore,MSI,12th Gen,DDR5,8GB,256GB SSD,Student,Medium
Saad,Male,43,Faisalabad,Asus,10th Gen,DDR4,32GB,256GB SSD,Office,Medium
Anaya,Female,20,Islamabad,MSI,11th Gen,DDR5,8GB,512GB SSD,Gaming,High
Abdullah,Male,35,Multan,Asus,10th Gen,DDR4,8GB,256GB SSD,Business,High
Noor,Female,42,Peshawar,Asus,10th Gen,DDR5,16GB,1TB SSD,Gaming,Medium
Mehwish,Female,18,Islamabad,Acer,9th Gen,DDR5,8GB,1TB SSD,Student,Medium
Ayesha,Female,25,Islamabad,Dell,13th Gen,DDR5,32GB,1TB SSD,Business,Medium
Umar,Male,31,Peshawar,Acer,10th Gen,DDR5,8GB,1TB SSD,Gaming,High
Zubair,Male,33,Karachi,Asus,13th Gen,DDR4,32GB,256GB SSD,Gaming,Low
Zubair,Male,28,Peshawar,Dell,12th Gen,DDR5,16GB,512GB SSD,Programming,Medium
Hira,Female,30,Lahore,Asus,9th Gen,DDR4,32GB,512GB SSD,Programming,High
Usman,Male,35,Faisalabad,Acer,10th Gen,DDR5,32GB,256GB SSD,Programming,High
Usman,Male,31,Islamabad,Asus,12th Gen,DDR5,32GB,256GB SSD,Business,Medium
Zubair,Male,35,Faisalabad,Asus,10th Gen,DDR4,8GB,256GB SSD,Business,High
Laiba,Female,19,Peshawar,HP,9th Gen,DDR5,32GB,512GB SSD,Business,Low
Laiba,Female,39,Islamabad,Lenovo,10th Gen,DDR5,16GB,1TB SSD,Student,High
Maryam,Female,18,Peshawar,HP,10th Gen,DDR5,8GB,1TB SSD,Student,Medium
Usman,Male,38,Multan,Dell,10th Gen,DDR5,32GB,256GB SSD,Office,Low
Maryam,Female,33,Faisalabad,MSI,11th Gen,DDR5,8GB,1TB SSD,Business,Low
Rizwan,Male,44,Faisalabad,Acer,10th Gen,DDR4,8GB,512GB SSD,Student,Low
Noor,Female,22,Islamabad,MSI,8th Gen,DDR4,16GB,256GB SSD,Gaming,Medium
Maryam,Female,19,Multan,Lenovo,11th Gen,DDR5,16GB,1TB SSD,Student,High
Iqra,Female,44,Faisalabad,Asus,8th Gen,DDR5,16GB,1TB SSD,Office,High
